from_user|to_user|text
abbygee_|JordanUhl|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
abbygee_|N/A|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
MercyGrace777|LiveAction|"RT @LiveAction: Niece of Martin Luther King, Jr. speaks out against Planned Parenthood: ""Abortion mills or clinics are in predominantly bla…"
MercyGrace777|N/A|"RT @LiveAction: Niece of Martin Luther King, Jr. speaks out against Planned Parenthood: ""Abortion mills or clinics are in predominantly bla…"
ShowboatBob|Lctrcny|"RT @Lctrcny: A woman walks into Abortion clinic walks out without her ""problem"".Baby brought up invitro or w surrogate until birth.Happy ad…"
ShowboatBob|N/A|"RT @Lctrcny: A woman walks into Abortion clinic walks out without her ""problem"".Baby brought up invitro or w surrogate until birth.Happy ad…"
GIGI_7X|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
GIGI_7X|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
MarkVonderheide|voxdotcom|@voxdotcom Just like contraception stops unwanted pregnancy and abortion.  When do we all finally admit Republicans… https://t.co/2DwDGSX6gE
MarkVonderheide|voxdotcom|@voxdotcom Just like contraception stops unwanted pregnancy and abortion.  When do we all finally admit Republicans… https://t.co/2DwDGSX6gE
lisa_McGOSF|LiveAction|"RT @LiveAction: Niece of Martin Luther King, Jr. speaks out against Planned Parenthood: ""Abortion mills or clinics are in predominantly bla…"
lisa_McGOSF|N/A|"RT @LiveAction: Niece of Martin Luther King, Jr. speaks out against Planned Parenthood: ""Abortion mills or clinics are in predominantly bla…"
amdg1953|FingalForLife|RT @FingalForLife: A government minister , paid by taxpayers , attacking the constitution.  A women’s group , also paid by taxpayers, attac…
amdg1953|N/A|RT @FingalForLife: A government minister , paid by taxpayers , attacking the constitution.  A women’s group , also paid by taxpayers, attac…
snuffleupacas|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
snuffleupacas|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
MarieAnnSane|9GAG|Sci-fi Writer Shatters The Anti-Abortion Argument With One  Simple Question via @9gag https://t.co/oHX1G8u9bP
MarieAnnSane|N/A|Sci-fi Writer Shatters The Anti-Abortion Argument With One  Simple Question via @9gag https://t.co/oHX1G8u9bP
MandyGall7|BothLivesMatter|RT @BothLivesMatter: We expected that abortion would be rare. What we didn’t realize was that, once abortion becomes available, it becomes…
MandyGall7|N/A|RT @BothLivesMatter: We expected that abortion would be rare. What we didn’t realize was that, once abortion becomes available, it becomes…
Satch7Eddie|Thomas1774Paine|@Thomas1774Paine This sh!t has got to stop!!! What happened to our country? We have let a bunch of liberal weirdos… https://t.co/aKLvIlkNcZ
Satch7Eddie|Thomas1774Paine|@Thomas1774Paine This sh!t has got to stop!!! What happened to our country? We have let a bunch of liberal weirdos… https://t.co/aKLvIlkNcZ
ling_ling_38|JordanUhl|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
ling_ling_38|N/A|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
HaevynElaine|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
HaevynElaine|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
MandyGall7|Toibin1|RT @Toibin1: Saying you oppose unrestricted abortion of an unborn child at 12 weeks development and then voting for repeal of the constitut…
MandyGall7|N/A|RT @Toibin1: Saying you oppose unrestricted abortion of an unborn child at 12 weeks development and then voting for repeal of the constitut…
VathekPro|N/A|And I'm a black rainbowAnd I'm an ape of godI got a face that's made for violence uponAnd I'm a teen distortion… https://t.co/rojkFjYjAy
clarkie00714|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
clarkie00714|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
seamus6346|N/A|#savethe8th dont #repealthe8th https://t.co/sSE3g68Lhl
O_oAmanDUHo_O|arthur_affect|"RT @arthur_affect: I'm not a PhD in the field but I thought if he was linked to a ""terror group"" and he himself planned to attack people th…"
O_oAmanDUHo_O|N/A|"RT @arthur_affect: I'm not a PhD in the field but I thought if he was linked to a ""terror group"" and he himself planned to attack people th…"
JaneDoe25|CharlesPPierce|"RT @CharlesPPierce: Don't you hate it when people misspell ""terrorist""? https://t.co/t3XeOxDNrw"
JaneDoe25|N/A|"RT @CharlesPPierce: Don't you hate it when people misspell ""terrorist""? https://t.co/t3XeOxDNrw"
healthywithgod|N/A|The Startling Truth About What Hitler Did and Abortion! https://t.co/ioRG4fXXX9 https://t.co/LqrL4RqA08
WolfeTone15|LawlessRoisin|RT @LawlessRoisin: All pregnancies come to an end, one way or another. Devaluing and dehumanising unborn humans to justify ending their liv…
WolfeTone15|N/A|RT @LawlessRoisin: All pregnancies come to an end, one way or another. Devaluing and dehumanising unborn humans to justify ending their liv…
theRallyforLife|Savethe8thInfo|RT @Savethe8thInfo: But 1 abortion campaigner in MACROOM tried 2 stop pro-life message being shown &amp; attempted 2 VANDALISE the van. True to…
theRallyforLife|N/A|RT @Savethe8thInfo: But 1 abortion campaigner in MACROOM tried 2 stop pro-life message being shown &amp; attempted 2 VANDALISE the van. True to…
GwinnettRTL|N/A|This will be uncomfortable to read, but you should read it anyway. Ron Paul on abortion. #prolife https://t.co/X1lg6zaLFF
Kjo624|Megan4MAGA|RT @Megan4MAGA: Canada is trying to FORCE abortion &amp; transgerdism on Catholics yet they're not going down easy.. how about stop forcing cra…
Kjo624|N/A|RT @Megan4MAGA: Canada is trying to FORCE abortion &amp; transgerdism on Catholics yet they're not going down easy.. how about stop forcing cra…
LutehammerBard|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
LutehammerBard|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
shellshawn|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
shellshawn|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
pathdependency|ronanmcmanus|@ronanmcmanus @ArtimusFoul Like I said, lower end. Humiliating people going to the ‘abortion facility’, likely incl… https://t.co/1w0SMyjR0J
pathdependency|ronanmcmanus|@ronanmcmanus @ArtimusFoul Like I said, lower end. Humiliating people going to the ‘abortion facility’, likely incl… https://t.co/1w0SMyjR0J
pathdependency|ArtimusFoul|@ronanmcmanus @ArtimusFoul Like I said, lower end. Humiliating people going to the ‘abortion facility’, likely incl… https://t.co/1w0SMyjR0J
pokerguy211|GeorgiaDirtRoad|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
pokerguy211|N/A|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
princesskeilani|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
princesskeilani|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
ssconetwothree1|SafetyPinDaily|"RT @SafetyPinDaily: Florida Wants to Spend More Money to Talk Women Out of Abortions | Via Vice https://t.co/ekXU0Xa7kb"
ssconetwothree1|N/A|"RT @SafetyPinDaily: Florida Wants to Spend More Money to Talk Women Out of Abortions | Via Vice https://t.co/ekXU0Xa7kb"
4everpeace2112|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
4everpeace2112|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
MandyGall7|Toibin1|@Toibin1 wise words#savethe8th https://t.co/MZE2fOFwM1
MandyGall7|Toibin1|@Toibin1 wise words#savethe8th https://t.co/MZE2fOFwM1
Turd_Ferguson22|AndyCalisto|@AndyCalisto here you go, some insight into Trump’s “faith”...will the pussy grabbing and porn star payoffs be incl… https://t.co/qeqGbQT5f3
Turd_Ferguson22|AndyCalisto|@AndyCalisto here you go, some insight into Trump’s “faith”...will the pussy grabbing and porn star payoffs be incl… https://t.co/qeqGbQT5f3
A_Milez1|CharlesPPierce|"RT @CharlesPPierce: Don't you hate it when people misspell ""terrorist""? https://t.co/t3XeOxDNrw"
A_Milez1|N/A|"RT @CharlesPPierce: Don't you hate it when people misspell ""terrorist""? https://t.co/t3XeOxDNrw"
Princessrican97|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Princessrican97|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
dsdr2011|BrewtonDoug|"RT @BrewtonDoug: VIDEO: Stephen Baldwin, ""You Can't Be Pro-Choice And Christian"" https://t.co/qGU1y90Iar via @hellochristians"
dsdr2011|HelloChristians|"RT @BrewtonDoug: VIDEO: Stephen Baldwin, ""You Can't Be Pro-Choice And Christian"" https://t.co/qGU1y90Iar via @hellochristians"
dsdr2011|N/A|"RT @BrewtonDoug: VIDEO: Stephen Baldwin, ""You Can't Be Pro-Choice And Christian"" https://t.co/qGU1y90Iar via @hellochristians"
adrianfilpo|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
adrianfilpo|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
dulcecantante|PhyllisSchlafly|RT @PhyllisSchlafly: PRESS: Trump Administration Expands Mexico City Policy to Further Prevent Foreign Aid Funding Abortion https://t.co/FE…
dulcecantante|N/A|RT @PhyllisSchlafly: PRESS: Trump Administration Expands Mexico City Policy to Further Prevent Foreign Aid Funding Abortion https://t.co/FE…
Diegomontes06|JordanUhl|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
Diegomontes06|N/A|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
Catholic_Radio|LiveActionNews|"RT @LiveActionNews: Teen refuses abortion and places baby for adoption: ""I made this decision purely out of love."" https://t.co/jXkkd4JvI5"
Catholic_Radio|N/A|"RT @LiveActionNews: Teen refuses abortion and places baby for adoption: ""I made this decision purely out of love."" https://t.co/jXkkd4JvI5"
afronola|Rewire_News|RT @Rewire_News: Several states are down to just one abortion clinic now. Appalachia is hit particularly hard: https://t.co/tcvb8h9Gjy
afronola|N/A|RT @Rewire_News: Several states are down to just one abortion clinic now. Appalachia is hit particularly hard: https://t.co/tcvb8h9Gjy
aboutamoo|CharlesPPierce|"RT @CharlesPPierce: Don't you hate it when people misspell ""terrorist""? https://t.co/t3XeOxDNrw"
aboutamoo|N/A|"RT @CharlesPPierce: Don't you hate it when people misspell ""terrorist""? https://t.co/t3XeOxDNrw"
_madeline_jones|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
_madeline_jones|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
uziflurt|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
uziflurt|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
crumpdadumpp|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
crumpdadumpp|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
amanewsnow|N/A|Kevin Sorbo Exposes the Lie of My Body, My Choice, Calls Abortion “The Definition of Evil” https://t.co/daeDJ8iuou
TaniaMaule|AbortionCare|RT @AbortionCare: Patients need medically accurate information, not politically-motivated deception about abortion! #EndAbortionDeception h…
TaniaMaule|N/A|RT @AbortionCare: Patients need medically accurate information, not politically-motivated deception about abortion! #EndAbortionDeception h…
bbl58|ElderLansing|"RT @ElderLansing: ""Undocumented"" immigrants aren't undocumented they are criminal illegals. The opposite of life is death not choice, so if…"
bbl58|N/A|"RT @ElderLansing: ""Undocumented"" immigrants aren't undocumented they are criminal illegals. The opposite of life is death not choice, so if…"
whatsitalabut|LiveAction|RT @LiveAction: The emotional anguish women experience after abortion is compounded through society's dehumanization of preborn children. M…
whatsitalabut|N/A|RT @LiveAction: The emotional anguish women experience after abortion is compounded through society's dehumanization of preborn children. M…
DeeGR8whiteluvr|N/A|#AbortionIsMurder #Prolife #DefundPP #TinyLivesAtStake https://t.co/3Ov57WPCN1
rkahne|N/A|Nope this person doesn't exist https://t.co/XAjntMUsW8
AriAbolafya|N/A|Vile https://t.co/oUeRNRoViI
FinnanEileen|LiveAction|RT @LiveAction: Brother of woman who died from abortion at Planned Parenthood: “Justice has not been given to my sister. I lost two people…
FinnanEileen|N/A|RT @LiveAction: Brother of woman who died from abortion at Planned Parenthood: “Justice has not been given to my sister. I lost two people…
WolfeTone15|LawlessRoisin|RT @LawlessRoisin: Ireland has a Maternal death rate of 6.5 per 100,000.This is extremely low compared with a rate of 8.8 per 100,000 in t…
WolfeTone15|N/A|RT @LawlessRoisin: Ireland has a Maternal death rate of 6.5 per 100,000.This is extremely low compared with a rate of 8.8 per 100,000 in t…
gabbsfano|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
gabbsfano|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Maggie_McNeill|TanyaCharbury|@TanyaCharbury @RebeccaCNReid True. I won't co-operate with collectivists and they demonize those who believe in se… https://t.co/Il2MlFLKsE
Maggie_McNeill|TanyaCharbury|@TanyaCharbury @RebeccaCNReid True. I won't co-operate with collectivists and they demonize those who believe in se… https://t.co/Il2MlFLKsE
Maggie_McNeill|RebeccaCNReid|@TanyaCharbury @RebeccaCNReid True. I won't co-operate with collectivists and they demonize those who believe in se… https://t.co/Il2MlFLKsE
FLJoan8|cnalive|RT @cnalive: “U.S. tax dollars have no business going to organizations that are unwilling to pursue health outcomes for every person and in…
FLJoan8|N/A|RT @cnalive: “U.S. tax dollars have no business going to organizations that are unwilling to pursue health outcomes for every person and in…
SFWeekly|N/A|Bay Area Billboards Target Abortion ‘Deception’ https://t.co/D3l03W8tDA https://t.co/lJUTBMOmre
Castletonian|Castletonian|"3. Rev.Pat Mahoney Did the same walk n 2013 - ""Today, Ireland, is facing the most critical threat toward bringing a… https://t.co/5CIL8ZOYrr"
Castletonian|N/A|"3. Rev.Pat Mahoney Did the same walk n 2013 - ""Today, Ireland, is facing the most critical threat toward bringing a… https://t.co/5CIL8ZOYrr"
MagdaMolina1|IpasLatina|RT @IpasLatina: El Dr. Guillermo Ortiz, ginecobstetra proveniente de #ElSalvador y  defensor del derecho de las mujeres a tomar sus propias…
MagdaMolina1|N/A|RT @IpasLatina: El Dr. Guillermo Ortiz, ginecobstetra proveniente de #ElSalvador y  defensor del derecho de las mujeres a tomar sus propias…
Scruffardio|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Scruffardio|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
supaessjaydub|JordanUhl|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
supaessjaydub|N/A|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
cocolicious46|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
cocolicious46|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
MegaFighter_X|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
MegaFighter_X|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Devarim6v4|ElderLansing|"RT @ElderLansing: ""Undocumented"" immigrants aren't undocumented they are criminal illegals. The opposite of life is death not choice, so if…"
Devarim6v4|N/A|"RT @ElderLansing: ""Undocumented"" immigrants aren't undocumented they are criminal illegals. The opposite of life is death not choice, so if…"
jademeztli|N/A|This.  Is.  Important. 👇🏾 https://t.co/48yzKYU8Uc
verbalremedy|odetteroulette|@odetteroulette @DunbarCountess @TheAtlantic Lemme tell you a story in a few tweets. Back when I was doing door-t… https://t.co/d2lNChustS
verbalremedy|odetteroulette|@odetteroulette @DunbarCountess @TheAtlantic Lemme tell you a story in a few tweets. Back when I was doing door-t… https://t.co/d2lNChustS
verbalremedy|DunbarCountess|@odetteroulette @DunbarCountess @TheAtlantic Lemme tell you a story in a few tweets. Back when I was doing door-t… https://t.co/d2lNChustS
verbalremedy|TheAtlantic|@odetteroulette @DunbarCountess @TheAtlantic Lemme tell you a story in a few tweets. Back when I was doing door-t… https://t.co/d2lNChustS
WolfeTone15|RamRaid15|RT @RamRaid15: Not even in the full throes of the referendum push and already #repealthe8th vandals are out against free speech. https://t.…
WolfeTone15|N/A|RT @RamRaid15: Not even in the full throes of the referendum push and already #repealthe8th vandals are out against free speech. https://t.…
EamonReilly_com|ailbhes|@ailbhes You spelt pro-abortion wrong https://t.co/4SusOfQ1Ik
EamonReilly_com|ailbhes|@ailbhes You spelt pro-abortion wrong https://t.co/4SusOfQ1Ik
161series|simpletruth4u2|RT @simpletruth4u2: We need SCOTUS to rule that life begins with a heartbeat and to eliminate the life should be a punishable crime. Throw…
161series|N/A|RT @simpletruth4u2: We need SCOTUS to rule that life begins with a heartbeat and to eliminate the life should be a punishable crime. Throw…
EamonReilly_com|EamonReilly_com|RT @EamonReilly_com: @ailbhes You spelt pro-abortion wrong https://t.co/4SusOfQ1Ik
EamonReilly_com|ailbhes|RT @EamonReilly_com: @ailbhes You spelt pro-abortion wrong https://t.co/4SusOfQ1Ik
EamonReilly_com|N/A|RT @EamonReilly_com: @ailbhes You spelt pro-abortion wrong https://t.co/4SusOfQ1Ik
jaxx_sarcasm|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
jaxx_sarcasm|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
AnneMorrowCoop1|VABVOX|@VABVOX I meant I was a pro-life activist who's no longer conservative &amp; has changed her mind to believe that woman… https://t.co/TtzAeRmJ4K
AnneMorrowCoop1|VABVOX|@VABVOX I meant I was a pro-life activist who's no longer conservative &amp; has changed her mind to believe that woman… https://t.co/TtzAeRmJ4K
FinnanEileen|POLITICSandFUN|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
FinnanEileen|N/A|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
AndreaPisani9|LiveAction|"RT @LiveAction: Ronald Reagan said it best! ""I've noticed that everyone who is for abortion has already been born."" https://t.co/AEKnOgLLzi"
AndreaPisani9|N/A|"RT @LiveAction: Ronald Reagan said it best! ""I've noticed that everyone who is for abortion has already been born."" https://t.co/AEKnOgLLzi"
aleksthealright|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
aleksthealright|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
silverann9|LiveActionNews|"RT @LiveActionNews: Teen refuses abortion and places baby for adoption: ""I made this decision purely out of love."" https://t.co/jXkkd4JvI5"
silverann9|N/A|"RT @LiveActionNews: Teen refuses abortion and places baby for adoption: ""I made this decision purely out of love."" https://t.co/jXkkd4JvI5"
uberfeminist|uberfeminist|applies to everything. taxes, abortion, immigration, everything. two lists.
uberfeminist|N/A|applies to everything. taxes, abortion, immigration, everything. two lists.
soyvickxn|LiveAction|RT @LiveAction: The emotional anguish women experience after abortion is compounded through society's dehumanization of preborn children. M…
soyvickxn|N/A|RT @LiveAction: The emotional anguish women experience after abortion is compounded through society's dehumanization of preborn children. M…
catholicdailies|N/A|Pregnant at 12 She Rejected Abortion. 20 Years Later She Has No Regrets https://t.co/oA4N4aJ2pX https://t.co/YcZBBKVcOt
ybrend|picardonhealth|RT @picardonhealth: As terminations rise, will Gerber's #DownSyndrome 'spokesbaby' change attitudes? https://t.co/beMgWUNaUz via @TheCurren…
ybrend|N/A|RT @picardonhealth: As terminations rise, will Gerber's #DownSyndrome 'spokesbaby' change attitudes? https://t.co/beMgWUNaUz via @TheCurren…
twbtwb|Hegemommy|RT @Hegemommy: We call them terrorists just FYI https://t.co/BedNTTRKE4
twbtwb|N/A|RT @Hegemommy: We call them terrorists just FYI https://t.co/BedNTTRKE4
carsonstuart|EmmaF_Resists|RT @EmmaF_Resists: Do y'all know much about the Abortion Survivors Protection Act? Guess what-- it recently passed in the House! THIS IS NO…
carsonstuart|N/A|RT @EmmaF_Resists: Do y'all know much about the Abortion Survivors Protection Act? Guess what-- it recently passed in the House! THIS IS NO…
MeriamSusan|N/A|abortion lovers are not responsible enough to care for children
IrelandStandUp|N/A|Harris and Varadkar pushing their GP led #abortion agenda as GPs on the ground are overworked and underpaid https://t.co/talUNshL2v
Sedonaaz1|EmmaF_Resists|RT @EmmaF_Resists: Do y'all know much about the Abortion Survivors Protection Act? Guess what-- it recently passed in the House! THIS IS NO…
Sedonaaz1|N/A|RT @EmmaF_Resists: Do y'all know much about the Abortion Survivors Protection Act? Guess what-- it recently passed in the House! THIS IS NO…
antipas777|ken2tou|RT @ken2tou: Don’t ya know?  Only elite babies count!  The masses need to be pruned and thinned out. What better ways than to provide ab…
antipas777|N/A|RT @ken2tou: Don’t ya know?  Only elite babies count!  The masses need to be pruned and thinned out. What better ways than to provide ab…
SirenofBrixton|N/A|The reality of late term abortion is spending 40 hours in labour to deliver the deceased baby you have nurtured for… https://t.co/pZqbhLP5fb
totally_SUBlime|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
totally_SUBlime|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
wheelchairswag1|Education4Libs|RT @Education4Libs: Let’s get this straight.Protests in the streets against Trump.Fine.Protests in the streets against abortion.Fin…
wheelchairswag1|N/A|RT @Education4Libs: Let’s get this straight.Protests in the streets against Trump.Fine.Protests in the streets against abortion.Fin…
seamus6346|N/A|Well put... pro abortion folk need to get their heads around it... #savethe8th dont #repealthe8th https://t.co/je5x581YJG
haylleaa|haylleaa|*gets abortion #8* https://t.co/1U5vYzZ9Ik
haylleaa|N/A|*gets abortion #8* https://t.co/1U5vYzZ9Ik
ObfuscateClear|LiveActionNews|"RT @LiveActionNews: Teen refuses abortion and places baby for adoption: ""I made this decision purely out of love."" https://t.co/jXkkd4JvI5"
ObfuscateClear|N/A|"RT @LiveActionNews: Teen refuses abortion and places baby for adoption: ""I made this decision purely out of love."" https://t.co/jXkkd4JvI5"
nerdy_n1ck|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
nerdy_n1ck|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
maegan_laporte|IrelandStandUp|RT @IrelandStandUp: Harris and Varadkar pushing their GP led #abortion agenda as GPs on the ground are overworked and underpaid https://t.c…
maegan_laporte|N/A|RT @IrelandStandUp: Harris and Varadkar pushing their GP led #abortion agenda as GPs on the ground are overworked and underpaid https://t.c…
zaynloverone|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
zaynloverone|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
carlissc|N/A|A perk of blue state life. https://t.co/JumYZuSN4l
ohmygodguise|growiing|RT @growiing: No shock another white terrorist is Christian https://t.co/JSVgIJddzy
ohmygodguise|N/A|RT @growiing: No shock another white terrorist is Christian https://t.co/JSVgIJddzy
meghanaaa|brxnwyn|RT @brxnwyn: Again, pro choice does not mean pro abortion. It means it’s not my business so I keep my noise to myself and don’t shame other…
meghanaaa|N/A|RT @brxnwyn: Again, pro choice does not mean pro abortion. It means it’s not my business so I keep my noise to myself and don’t shame other…
Literature_Lady|Hegemommy|RT @Hegemommy: We call them terrorists just FYI https://t.co/BedNTTRKE4
Literature_Lady|N/A|RT @Hegemommy: We call them terrorists just FYI https://t.co/BedNTTRKE4
gaye_gallops|GeorgiaDirtRoad|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
gaye_gallops|N/A|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
GibGerry|cnalive|RT @cnalive: Canadian Catholics won’t be bullied into supporting #abortion, bishop says https://t.co/iMyKzPEXPH
GibGerry|N/A|RT @cnalive: Canadian Catholics won’t be bullied into supporting #abortion, bishop says https://t.co/iMyKzPEXPH
JaneyMack66|IrishFPA|@IrishFPA @NWCI @campaignforkate @campaignforleo  Have any of you been offered financial incentives by the #IFPA a… https://t.co/oZmRkYdWZX
JaneyMack66|IrishFPA|@IrishFPA @NWCI @campaignforkate @campaignforleo  Have any of you been offered financial incentives by the #IFPA a… https://t.co/oZmRkYdWZX
JaneyMack66|NWCI|@IrishFPA @NWCI @campaignforkate @campaignforleo  Have any of you been offered financial incentives by the #IFPA a… https://t.co/oZmRkYdWZX
JaneyMack66|campaignforkate|@IrishFPA @NWCI @campaignforkate @campaignforleo  Have any of you been offered financial incentives by the #IFPA a… https://t.co/oZmRkYdWZX
